,name_1,pic_1,name_2,pic_2,similarity,path_x1_1,path_x1_2,rec_x1,path_x2_1,path_x2_2,rec_x2
24,Ann_Veneman,0011,Ann_Veneman,0006,1,dataset/Ann_Veneman/Ann_Veneman_0011.jpg,dataset/Ann_Veneman/Ann_Veneman_0006.jpg,1,MDSR/output_x2/Ann_Veneman_0011_result.jpg,MDSR/output_x2/Ann_Veneman_0006_result.jpg,1
25,Ann_Veneman,0003,Ann_Veneman,0005,1,dataset/Ann_Veneman/Ann_Veneman_0003.jpg,dataset/Ann_Veneman/Ann_Veneman_0005.jpg,1,MDSR/output_x2/Ann_Veneman_0003_result.jpg,MDSR/output_x2/Ann_Veneman_0005_result.jpg,1
26,Ann_Veneman,0003,Ann_Veneman,0006,1,dataset/Ann_Veneman/Ann_Veneman_0003.jpg,dataset/Ann_Veneman/Ann_Veneman_0006.jpg,1,MDSR/output_x2/Ann_Veneman_0003_result.jpg,MDSR/output_x2/Ann_Veneman_0006_result.jpg,1
27,Ann_Veneman,0005,Ann_Veneman,0006,1,dataset/Ann_Veneman/Ann_Veneman_0005.jpg,dataset/Ann_Veneman/Ann_Veneman_0006.jpg,1,MDSR/output_x2/Ann_Veneman_0005_result.jpg,MDSR/output_x2/Ann_Veneman_0006_result.jpg,1
28,Anthony_Fauci,0001,Anthony_Fauci,0002,1,dataset/Anthony_Fauci/Anthony_Fauci_0001.jpg,dataset/Anthony_Fauci/Anthony_Fauci_0002.jpg,1,MDSR/output_x2/Anthony_Fauci_0001_result.jpg,MDSR/output_x2/Anthony_Fauci_0002_result.jpg,1
29,Antony_Leung,0001,Antony_Leung,0002,1,dataset/Antony_Leung/Antony_Leung_0001.jpg,dataset/Antony_Leung/Antony_Leung_0002.jpg,1,MDSR/output_x2/Antony_Leung_0001_result.jpg,MDSR/output_x2/Antony_Leung_0002_result.jpg,1
30,Antony_Leung,0001,Antony_Leung,0003,1,dataset/Antony_Leung/Antony_Leung_0001.jpg,dataset/Antony_Leung/Antony_Leung_0003.jpg,1,MDSR/output_x2/Antony_Leung_0001_result.jpg,MDSR/output_x2/Antony_Leung_0003_result.jpg,1
31,Antony_Leung,0002,Antony_Leung,0003,1,dataset/Antony_Leung/Antony_Leung_0002.jpg,dataset/Antony_Leung/Antony_Leung_0003.jpg,1,MDSR/output_x2/Antony_Leung_0002_result.jpg,MDSR/output_x2/Antony_Leung_0003_result.jpg,1
32,Anwar_Ibrahim,0001,Anwar_Ibrahim,0002,1,dataset/Anwar_Ibrahim/Anwar_Ibrahim_0001.jpg,dataset/Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,1,MDSR/output_x2/Anwar_Ibrahim_0001_result.jpg,MDSR/output_x2/Anwar_Ibrahim_0002_result.jpg,1
33,Augusto_Pinochet,0001,Augusto_Pinochet,0002,1,dataset/Augusto_Pinochet/Augusto_Pinochet_0001.jpg,dataset/Augusto_Pinochet/Augusto_Pinochet_0002.jpg,1,MDSR/output_x2/Augusto_Pinochet_0001_result.jpg,MDSR/output_x2/Augusto_Pinochet_0002_result.jpg,1
34,Barbara_Brezigar,0001,Barbara_Brezigar,0002,1,dataset/Barbara_Brezigar/Barbara_Brezigar_0001.jpg,dataset/Barbara_Brezigar/Barbara_Brezigar_0002.jpg,1,MDSR/output_x2/Barbara_Brezigar_0001_result.jpg,MDSR/output_x2/Barbara_Brezigar_0002_result.jpg,0
35,Benjamin_Netanyahu,0001,Benjamin_Netanyahu,0004,1,dataset/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,dataset/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,1,MDSR/output_x2/Benjamin_Netanyahu_0001_result.jpg,MDSR/output_x2/Benjamin_Netanyahu_0004_result.jpg,1
36,Benjamin_Netanyahu,0001,Benjamin_Netanyahu,0005,1,dataset/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,dataset/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg,0,MDSR/output_x2/Benjamin_Netanyahu_0001_result.jpg,MDSR/output_x2/Benjamin_Netanyahu_0005_result.jpg,0
37,Benjamin_Netanyahu,0004,Benjamin_Netanyahu,0005,1,dataset/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,dataset/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg,1,MDSR/output_x2/Benjamin_Netanyahu_0004_result.jpg,MDSR/output_x2/Benjamin_Netanyahu_0005_result.jpg,1
38,Bernard_Law,0002,Bernard_Law,0003,1,dataset/Bernard_Law/Bernard_Law_0002.jpg,dataset/Bernard_Law/Bernard_Law_0003.jpg,1,MDSR/output_x2/Bernard_Law_0002_result.jpg,MDSR/output_x2/Bernard_Law_0003_result.jpg,1
39,Bernard_Law,0002,Bernard_Law,0004,1,dataset/Bernard_Law/Bernard_Law_0002.jpg,dataset/Bernard_Law/Bernard_Law_0004.jpg,1,MDSR/output_x2/Bernard_Law_0002_result.jpg,MDSR/output_x2/Bernard_Law_0004_result.jpg,1
40,Bernard_Law,0003,Bernard_Law,0004,1,dataset/Bernard_Law/Bernard_Law_0003.jpg,dataset/Bernard_Law/Bernard_Law_0004.jpg,1,MDSR/output_x2/Bernard_Law_0003_result.jpg,MDSR/output_x2/Bernard_Law_0004_result.jpg,1
41,Bertrand_Bonello,0001,Bertrand_Bonello,0002,1,dataset/Bertrand_Bonello/Bertrand_Bonello_0001.jpg,dataset/Bertrand_Bonello/Bertrand_Bonello_0002.jpg,1,MDSR/output_x2/Bertrand_Bonello_0001_result.jpg,MDSR/output_x2/Bertrand_Bonello_0002_result.jpg,1
42,Bill_Frist,0002,Bill_Frist,0004,1,dataset/Bill_Frist/Bill_Frist_0002.jpg,dataset/Bill_Frist/Bill_Frist_0004.jpg,0,MDSR/output_x2/Bill_Frist_0002_result.jpg,MDSR/output_x2/Bill_Frist_0004_result.jpg,1
43,Bill_Frist,0002,Bill_Frist,0005,1,dataset/Bill_Frist/Bill_Frist_0002.jpg,dataset/Bill_Frist/Bill_Frist_0005.jpg,0,MDSR/output_x2/Bill_Frist_0002_result.jpg,MDSR/output_x2/Bill_Frist_0005_result.jpg,1
44,Bill_Frist,0002,Bill_Frist,0009,1,dataset/Bill_Frist/Bill_Frist_0002.jpg,dataset/Bill_Frist/Bill_Frist_0009.jpg,1,MDSR/output_x2/Bill_Frist_0002_result.jpg,MDSR/output_x2/Bill_Frist_0009_result.jpg,1
45,Bill_Frist,0004,Bill_Frist,0005,1,dataset/Bill_Frist/Bill_Frist_0004.jpg,dataset/Bill_Frist/Bill_Frist_0005.jpg,0,MDSR/output_x2/Bill_Frist_0004_result.jpg,MDSR/output_x2/Bill_Frist_0005_result.jpg,1
46,Bill_Frist,0004,Bill_Frist,0009,1,dataset/Bill_Frist/Bill_Frist_0004.jpg,dataset/Bill_Frist/Bill_Frist_0009.jpg,0,MDSR/output_x2/Bill_Frist_0004_result.jpg,MDSR/output_x2/Bill_Frist_0009_result.jpg,0
47,Bill_Frist,0005,Bill_Frist,0009,1,dataset/Bill_Frist/Bill_Frist_0005.jpg,dataset/Bill_Frist/Bill_Frist_0009.jpg,0,MDSR/output_x2/Bill_Frist_0005_result.jpg,MDSR/output_x2/Bill_Frist_0009_result.jpg,0
48,Bob_Graham,0002,Bob_Graham,0003,1,dataset/Bob_Graham/Bob_Graham_0002.jpg,dataset/Bob_Graham/Bob_Graham_0003.jpg,1,MDSR/output_x2/Bob_Graham_0002_result.jpg,MDSR/output_x2/Bob_Graham_0003_result.jpg,1
49,Bob_Graham,0002,Bob_Graham,0004,1,dataset/Bob_Graham/Bob_Graham_0002.jpg,dataset/Bob_Graham/Bob_Graham_0004.jpg,0,MDSR/output_x2/Bob_Graham_0002_result.jpg,MDSR/output_x2/Bob_Graham_0004_result.jpg,0
50,Bob_Graham,0002,Bob_Graham,0005,1,dataset/Bob_Graham/Bob_Graham_0002.jpg,dataset/Bob_Graham/Bob_Graham_0005.jpg,1,MDSR/output_x2/Bob_Graham_0002_result.jpg,MDSR/output_x2/Bob_Graham_0005_result.jpg,1
51,Bob_Graham,0002,Bob_Graham,0006,1,dataset/Bob_Graham/Bob_Graham_0002.jpg,dataset/Bob_Graham/Bob_Graham_0006.jpg,1,MDSR/output_x2/Bob_Graham_0002_result.jpg,MDSR/output_x2/Bob_Graham_0006_result.jpg,1
52,Bob_Graham,0003,Bob_Graham,0004,1,dataset/Bob_Graham/Bob_Graham_0003.jpg,dataset/Bob_Graham/Bob_Graham_0004.jpg,0,MDSR/output_x2/Bob_Graham_0003_result.jpg,MDSR/output_x2/Bob_Graham_0004_result.jpg,1
53,Bob_Graham,0003,Bob_Graham,0005,1,dataset/Bob_Graham/Bob_Graham_0003.jpg,dataset/Bob_Graham/Bob_Graham_0005.jpg,1,MDSR/output_x2/Bob_Graham_0003_result.jpg,MDSR/output_x2/Bob_Graham_0005_result.jpg,1
54,Bob_Graham,0003,Bob_Graham,0006,1,dataset/Bob_Graham/Bob_Graham_0003.jpg,dataset/Bob_Graham/Bob_Graham_0006.jpg,1,MDSR/output_x2/Bob_Graham_0003_result.jpg,MDSR/output_x2/Bob_Graham_0006_result.jpg,1
55,Bob_Graham,0004,Bob_Graham,0005,1,dataset/Bob_Graham/Bob_Graham_0004.jpg,dataset/Bob_Graham/Bob_Graham_0005.jpg,1,MDSR/output_x2/Bob_Graham_0004_result.jpg,MDSR/output_x2/Bob_Graham_0005_result.jpg,1
56,Bob_Graham,0004,Bob_Graham,0006,1,dataset/Bob_Graham/Bob_Graham_0004.jpg,dataset/Bob_Graham/Bob_Graham_0006.jpg,1,MDSR/output_x2/Bob_Graham_0004_result.jpg,MDSR/output_x2/Bob_Graham_0006_result.jpg,1
57,Bob_Graham,0005,Bob_Graham,0006,1,dataset/Bob_Graham/Bob_Graham_0005.jpg,dataset/Bob_Graham/Bob_Graham_0006.jpg,1,MDSR/output_x2/Bob_Graham_0005_result.jpg,MDSR/output_x2/Bob_Graham_0006_result.jpg,1
58,Boris_Becker,0002,Boris_Becker,0006,1,dataset/Boris_Becker/Boris_Becker_0002.jpg,dataset/Boris_Becker/Boris_Becker_0006.jpg,1,MDSR/output_x2/Boris_Becker_0002_result.jpg,MDSR/output_x2/Boris_Becker_0006_result.jpg,1
59,Brad_Johnson,0001,Brad_Johnson,0002,1,dataset/Brad_Johnson/Brad_Johnson_0001.jpg,dataset/Brad_Johnson/Brad_Johnson_0002.jpg,0,MDSR/output_x2/Brad_Johnson_0001_result.jpg,MDSR/output_x2/Brad_Johnson_0002_result.jpg,0
60,Brad_Johnson,0001,Brad_Johnson,0003,1,dataset/Brad_Johnson/Brad_Johnson_0001.jpg,dataset/Brad_Johnson/Brad_Johnson_0003.jpg,1,MDSR/output_x2/Brad_Johnson_0001_result.jpg,MDSR/output_x2/Brad_Johnson_0003_result.jpg,1
61,Brad_Johnson,0001,Brad_Johnson,0004,1,dataset/Brad_Johnson/Brad_Johnson_0001.jpg,dataset/Brad_Johnson/Brad_Johnson_0004.jpg,0,MDSR/output_x2/Brad_Johnson_0001_result.jpg,MDSR/output_x2/Brad_Johnson_0004_result.jpg,0
62,Brad_Johnson,0002,Brad_Johnson,0003,1,dataset/Brad_Johnson/Brad_Johnson_0002.jpg,dataset/Brad_Johnson/Brad_Johnson_0003.jpg,1,MDSR/output_x2/Brad_Johnson_0002_result.jpg,MDSR/output_x2/Brad_Johnson_0003_result.jpg,1
63,Brad_Johnson,0002,Brad_Johnson,0004,1,dataset/Brad_Johnson/Brad_Johnson_0002.jpg,dataset/Brad_Johnson/Brad_Johnson_0004.jpg,0,MDSR/output_x2/Brad_Johnson_0002_result.jpg,MDSR/output_x2/Brad_Johnson_0004_result.jpg,1
64,Brad_Johnson,0003,Brad_Johnson,0004,1,dataset/Brad_Johnson/Brad_Johnson_0003.jpg,dataset/Brad_Johnson/Brad_Johnson_0004.jpg,0,MDSR/output_x2/Brad_Johnson_0003_result.jpg,MDSR/output_x2/Brad_Johnson_0004_result.jpg,0
65,Brian_Griese,0001,Brian_Griese,0002,1,dataset/Brian_Griese/Brian_Griese_0001.jpg,dataset/Brian_Griese/Brian_Griese_0002.jpg,1,MDSR/output_x2/Brian_Griese_0001_result.jpg,MDSR/output_x2/Brian_Griese_0002_result.jpg,1
66,Candice_Bergen,0001,Candice_Bergen,0002,1,dataset/Candice_Bergen/Candice_Bergen_0001.jpg,dataset/Candice_Bergen/Candice_Bergen_0002.jpg,1,MDSR/output_x2/Candice_Bergen_0001_result.jpg,MDSR/output_x2/Candice_Bergen_0002_result.jpg,1
67,Candice_Bergen,0001,Candice_Bergen,0003,1,dataset/Candice_Bergen/Candice_Bergen_0001.jpg,dataset/Candice_Bergen/Candice_Bergen_0003.jpg,0,MDSR/output_x2/Candice_Bergen_0001_result.jpg,MDSR/output_x2/Candice_Bergen_0003_result.jpg,0
68,Candice_Bergen,0002,Candice_Bergen,0003,1,dataset/Candice_Bergen/Candice_Bergen_0002.jpg,dataset/Candice_Bergen/Candice_Bergen_0003.jpg,1,MDSR/output_x2/Candice_Bergen_0002_result.jpg,MDSR/output_x2/Candice_Bergen_0003_result.jpg,1
69,Carla_Myers,0001,Carla_Myers,0002,1,dataset/Carla_Myers/Carla_Myers_0001.jpg,dataset/Carla_Myers/Carla_Myers_0002.jpg,1,MDSR/output_x2/Carla_Myers_0001_result.jpg,MDSR/output_x2/Carla_Myers_0002_result.jpg,1
70,Cathy_Freeman,0001,Cathy_Freeman,0002,1,dataset/Cathy_Freeman/Cathy_Freeman_0001.jpg,dataset/Cathy_Freeman/Cathy_Freeman_0002.jpg,0,MDSR/output_x2/Cathy_Freeman_0001_result.jpg,MDSR/output_x2/Cathy_Freeman_0002_result.jpg,0
71,Chang_Dae-whan,0001,Chang_Dae-whan,0002,1,dataset/Chang_Dae-whan/Chang_Dae-whan_0001.jpg,dataset/Chang_Dae-whan/Chang_Dae-whan_0002.jpg,1,MDSR/output_x2/Chang_Dae-whan_0001_result.jpg,MDSR/output_x2/Chang_Dae-whan_0002_result.jpg,1
72,Charles_Grassley,0001,Charles_Grassley,0002,1,dataset/Charles_Grassley/Charles_Grassley_0001.jpg,dataset/Charles_Grassley/Charles_Grassley_0002.jpg,0,MDSR/output_x2/Charles_Grassley_0001_result.jpg,MDSR/output_x2/Charles_Grassley_0002_result.jpg,0
73,Clare_Short,0001,Clare_Short,0003,1,dataset/Clare_Short/Clare_Short_0001.jpg,dataset/Clare_Short/Clare_Short_0003.jpg,1,MDSR/output_x2/Clare_Short_0001_result.jpg,MDSR/output_x2/Clare_Short_0003_result.jpg,1
74,Clare_Short,0001,Clare_Short,0004,1,dataset/Clare_Short/Clare_Short_0001.jpg,dataset/Clare_Short/Clare_Short_0004.jpg,1,MDSR/output_x2/Clare_Short_0001_result.jpg,MDSR/output_x2/Clare_Short_0004_result.jpg,1
75,Clare_Short,0003,Clare_Short,0004,1,dataset/Clare_Short/Clare_Short_0003.jpg,dataset/Clare_Short/Clare_Short_0004.jpg,1,MDSR/output_x2/Clare_Short_0003_result.jpg,MDSR/output_x2/Clare_Short_0004_result.jpg,1
76,Corinne_Coman,0001,Corinne_Coman,0002,1,dataset/Corinne_Coman/Corinne_Coman_0001.jpg,dataset/Corinne_Coman/Corinne_Coman_0002.jpg,1,MDSR/output_x2/Corinne_Coman_0001_result.jpg,MDSR/output_x2/Corinne_Coman_0002_result.jpg,1
77,Dai_Bachtiar,0001,Dai_Bachtiar,0002,1,dataset/Dai_Bachtiar/Dai_Bachtiar_0001.jpg,dataset/Dai_Bachtiar/Dai_Bachtiar_0002.jpg,1,MDSR/output_x2/Dai_Bachtiar_0001_result.jpg,MDSR/output_x2/Dai_Bachtiar_0002_result.jpg,1
78,Dale_Earnhardt_Jr,0001,Dale_Earnhardt_Jr,0003,1,dataset/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg,dataset/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0003.jpg,1,MDSR/output_x2/Dale_Earnhardt_Jr_0001_result.jpg,MDSR/output_x2/Dale_Earnhardt_Jr_0003_result.jpg,0
79,David_Caruso,0001,David_Caruso,0002,1,dataset/David_Caruso/David_Caruso_0001.jpg,dataset/David_Caruso/David_Caruso_0002.jpg,1,MDSR/output_x2/David_Caruso_0001_result.jpg,MDSR/output_x2/David_Caruso_0002_result.jpg,1
80,Demi_Moore,0001,Demi_Moore,0003,1,dataset/Demi_Moore/Demi_Moore_0001.jpg,dataset/Demi_Moore/Demi_Moore_0003.jpg,1,MDSR/output_x2/Demi_Moore_0001_result.jpg,MDSR/output_x2/Demi_Moore_0003_result.jpg,1
81,Dick_Vermeil,0001,Dick_Vermeil,0002,1,dataset/Dick_Vermeil/Dick_Vermeil_0001.jpg,dataset/Dick_Vermeil/Dick_Vermeil_0002.jpg,1,MDSR/output_x2/Dick_Vermeil_0001_result.jpg,MDSR/output_x2/Dick_Vermeil_0002_result.jpg,1
82,Doris_Roberts,0001,Doris_Roberts,0002,1,dataset/Doris_Roberts/Doris_Roberts_0001.jpg,dataset/Doris_Roberts/Doris_Roberts_0002.jpg,1,MDSR/output_x2/Doris_Roberts_0001_result.jpg,MDSR/output_x2/Doris_Roberts_0002_result.jpg,1
83,Doris_Roberts,0001,Doris_Roberts,0003,1,dataset/Doris_Roberts/Doris_Roberts_0001.jpg,dataset/Doris_Roberts/Doris_Roberts_0003.jpg,1,MDSR/output_x2/Doris_Roberts_0001_result.jpg,MDSR/output_x2/Doris_Roberts_0003_result.jpg,1
84,Doris_Roberts,0002,Doris_Roberts,0003,1,dataset/Doris_Roberts/Doris_Roberts_0002.jpg,dataset/Doris_Roberts/Doris_Roberts_0003.jpg,1,MDSR/output_x2/Doris_Roberts_0002_result.jpg,MDSR/output_x2/Doris_Roberts_0003_result.jpg,1
85,Drew_Barrymore,0001,Drew_Barrymore,0002,1,dataset/Drew_Barrymore/Drew_Barrymore_0001.jpg,dataset/Drew_Barrymore/Drew_Barrymore_0002.jpg,1,MDSR/output_x2/Drew_Barrymore_0001_result.jpg,MDSR/output_x2/Drew_Barrymore_0002_result.jpg,1
86,Edmund_Stoiber,0011,Edmund_Stoiber,0012,1,dataset/Edmund_Stoiber/Edmund_Stoiber_0011.jpg,dataset/Edmund_Stoiber/Edmund_Stoiber_0012.jpg,1,MDSR/output_x2/Edmund_Stoiber_0011_result.jpg,MDSR/output_x2/Edmund_Stoiber_0012_result.jpg,1
87,Edmund_Stoiber,0011,Edmund_Stoiber,0004,1,dataset/Edmund_Stoiber/Edmund_Stoiber_0011.jpg,dataset/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,1,MDSR/output_x2/Edmund_Stoiber_0011_result.jpg,MDSR/output_x2/Edmund_Stoiber_0004_result.jpg,1
88,Edmund_Stoiber,0011,Edmund_Stoiber,0005,1,dataset/Edmund_Stoiber/Edmund_Stoiber_0011.jpg,dataset/Edmund_Stoiber/Edmund_Stoiber_0005.jpg,1,MDSR/output_x2/Edmund_Stoiber_0011_result.jpg,MDSR/output_x2/Edmund_Stoiber_0005_result.jpg,1
89,Edmund_Stoiber,0011,Edmund_Stoiber,0007,1,dataset/Edmund_Stoiber/Edmund_Stoiber_0011.jpg,dataset/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,0,MDSR/output_x2/Edmund_Stoiber_0011_result.jpg,MDSR/output_x2/Edmund_Stoiber_0007_result.jpg,0
90,Edmund_Stoiber,0011,Edmund_Stoiber,0009,1,dataset/Edmund_Stoiber/Edmund_Stoiber_0011.jpg,dataset/Edmund_Stoiber/Edmund_Stoiber_0009.jpg,1,MDSR/output_x2/Edmund_Stoiber_0011_result.jpg,MDSR/output_x2/Edmund_Stoiber_0009_result.jpg,1
91,Edmund_Stoiber,0012,Edmund_Stoiber,0004,1,dataset/Edmund_Stoiber/Edmund_Stoiber_0012.jpg,dataset/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,0,MDSR/output_x2/Edmund_Stoiber_0012_result.jpg,MDSR/output_x2/Edmund_Stoiber_0004_result.jpg,0
